SOUNDS/ru/SYSTEM;0193.wav;тридцать две
SOUNDS/ru/SYSTEM;0194.wav;сорок две
SOUNDS/ru/SYSTEM;0195.wav;пятьдесят две
SOUNDS/ru/SYSTEM;0196.wav;шестьдесят две
SOUNDS/ru/SYSTEM;0197.wav;семьдесят две
SOUNDS/ru/SYSTEM;0198.wav;восемьдесят две
SOUNDS/ru/SYSTEM;0199.wav;девяносто две
SOUNDS/ru/SYSTEM;volt0.wav;вольт
SOUNDS/ru/SYSTEM;volt1.wav;вольт
SOUNDS/ru/SYSTEM;volt2.wav;вольта
SOUNDS/ru/SYSTEM;volt5.wav;вольт
SOUNDS/ru/SYSTEM;amp0.wav;ампер
SOUNDS/ru/SYSTEM;amp1.wav;ампер
SOUNDS/ru/SYSTEM;amp2.wav;ампера
SOUNDS/ru/SYSTEM;amp5.wav;ампер
SOUNDS/ru/SYSTEM;mamp0.wav;миллиампер
SOUNDS/ru/SYSTEM;mamp1.wav;миллиампер
SOUNDS/ru/SYSTEM;mamp2.wav;миллиампера
SOUNDS/ru/SYSTEM;mamp5.wav;миллиампер
SOUNDS/ru/SYSTEM;knot0.wav;узлов
SOUNDS/ru/SYSTEM;knot1.wav;узел
SOUNDS/ru/SYSTEM;knot2.wav;узла
SOUNDS/ru/SYSTEM;knot5.wav;узлов
SOUNDS/ru/SYSTEM;mps0.wav;метров в секунду
SOUNDS/ru/SYSTEM;mps1.wav;метр в секунду
SOUNDS/ru/SYSTEM;mps2.wav;метра в секунду
SOUNDS/ru/SYSTEM;mps5.wav;метров в секунду
SOUNDS/ru/SYSTEM;fps0.wav;футов в секунду
SOUNDS/ru/SYSTEM;fps1.wav;фут в секунду
SOUNDS/ru/SYSTEM;fps2.wav;фута в секунду
SOUNDS/ru/SYSTEM;fps5.wav;футов в секунду
SOUNDS/ru/SYSTEM;kph0.wav;километров в час
SOUNDS/ru/SYSTEM;kph1.wav;километр в час
SOUNDS/ru/SYSTEM;kph2.wav;километра в час
SOUNDS/ru/SYSTEM;kph5.wav;километров в час
SOUNDS/ru/SYSTEM;mph0.wav;миль в час
SOUNDS/ru/SYSTEM;mph1.wav;миля в час
SOUNDS/ru/SYSTEM;mph2.wav;мили в час
SOUNDS/ru/SYSTEM;mph5.wav;миль в час
SOUNDS/ru/SYSTEM;meter0.wav;метров
SOUNDS/ru/SYSTEM;meter1.wav;метр
SOUNDS/ru/SYSTEM;meter2.wav;метра
SOUNDS/ru/SYSTEM;meter5.wav;метров
SOUNDS/ru/SYSTEM;foot0.wav;футов
SOUNDS/ru/SYSTEM;foot1.wav;фут
SOUNDS/ru/SYSTEM;foot2.wav;фута
SOUNDS/ru/SYSTEM;foot5.wav;футов
SOUNDS/ru/SYSTEM;celsius0.wav;градусов
SOUNDS/ru/SYSTEM;celsius1.wav;градус
SOUNDS/ru/SYSTEM;celsius2.wav;градуса
SOUNDS/ru/SYSTEM;celsius5.wav;градусов
SOUNDS/ru/SYSTEM;fahr0.wav;градусов по фаренгейту
SOUNDS/ru/SYSTEM;fahr1.wav;градус по фаренгейту
SOUNDS/ru/SYSTEM;fahr2.wav;градуса по фаренгейту
SOUNDS/ru/SYSTEM;fahr5.wav;градусов по фаренгейту
SOUNDS/ru/SYSTEM;percent0.wav;процентов
SOUNDS/ru/SYSTEM;percent1.wav;процент
SOUNDS/ru/SYSTEM;percent2.wav;процента
SOUNDS/ru/SYSTEM;percent5.wav;процентов
SOUNDS/ru/SYSTEM;mamph0.wav;миллиампер в час
SOUNDS/ru/SYSTEM;mamph1.wav;миллиампер в час
SOUNDS/ru/SYSTEM;mamph2.wav;миллиампера в час
SOUNDS/ru/SYSTEM;mamph5.wav;миллиампер в час
SOUNDS/ru/SYSTEM;watt0.wav;ватт
SOUNDS/ru/SYSTEM;watt1.wav;ватт
SOUNDS/ru/SYSTEM;watt2.wav;ватта
SOUNDS/ru/SYSTEM;watt5.wav;ватт
SOUNDS/ru/SYSTEM;mwatt0.wav;милливатт
SOUNDS/ru/SYSTEM;mwatt1.wav;милливатт
SOUNDS/ru/SYSTEM;mwatt2.wav;милливатта
SOUNDS/ru/SYSTEM;mwatt5.wav;милливатт
SOUNDS/ru/SYSTEM;db0.wav;децибел
SOUNDS/ru/SYSTEM;db1.wav;децибел
SOUNDS/ru/SYSTEM;db2.wav;децибела
SOUNDS/ru/SYSTEM;db5.wav;децибел
SOUNDS/ru/SYSTEM;rpm0.wav;оборотов в минуту
SOUNDS/ru/SYSTEM;rpm1.wav;оборот в минуту
SOUNDS/ru/SYSTEM;rpm2.wav;оборота в минуту
SOUNDS/ru/SYSTEM;rpm5.wav;оборотов в минуту
SOUNDS/ru/SYSTEM;g0.wav;джи
SOUNDS/ru/SYSTEM;g1.wav;джи
SOUNDS/ru/SYSTEM;g2.wav;джи
SOUNDS/ru/SYSTEM;g5.wav;джи
SOUNDS/ru/SYSTEM;degree0.wav;градусов
SOUNDS/ru/SYSTEM;degree1.wav;градус
SOUNDS/ru/SYSTEM;degree2.wav;градуса
SOUNDS/ru/SYSTEM;degree5.wav;градусов
SOUNDS/ru/SYSTEM;rad0.wav;радиан
SOUNDS/ru/SYSTEM;rad1.wav;радиан
SOUNDS/ru/SYSTEM;rad2.wav;радиана
SOUNDS/ru/SYSTEM;rad5.wav;радиан
SOUNDS/ru/SYSTEM;ml0.wav;миллилитров
SOUNDS/ru/SYSTEM;ml1.wav;миллилитр
SOUNDS/ru/SYSTEM;ml2.wav;миллилитра
SOUNDS/ru/SYSTEM;ml5.wav;миллилитров
SOUNDS/ru/SYSTEM;founce0.wav;унций
SOUNDS/ru/SYSTEM;founce1.wav;унция
SOUNDS/ru/SYSTEM;founce2.wav;унции
SOUNDS/ru/SYSTEM;founce5.wav;унций
SOUNDS/ru/SYSTEM;hour0.wav;часов
SOUNDS/ru/SYSTEM;hour1.wav;час
SOUNDS/ru/SYSTEM;hour2.wav;часа
SOUNDS/ru/SYSTEM;hour5.wav;часов
SOUNDS/ru/SYSTEM;minute0.wav;минут
SOUNDS/ru/SYSTEM;minute1.wav;минута
SOUNDS/ru/SYSTEM;minute2.wav;минуты
SOUNDS/ru/SYSTEM;minute5.wav;минут
SOUNDS/ru/SYSTEM;second0.wav;секунд
SOUNDS/ru/SYSTEM;second1.wav;секунда
SOUNDS/ru/SYSTEM;second2.wav;секунды
SOUNDS/ru/SYSTEM;second5.wav;секунд
SOUNDS/ru/SYSTEM;midtrim.wav;Триммер по центру
SOUNDS/ru/SYSTEM;maxtrim.wav;Триммер максимум
SOUNDS/ru/SYSTEM;mintrim.wav;Триммер минимум
SOUNDS/ru/SYSTEM;timovr1.wav;Таймер 1. Время вышло
SOUNDS/ru/SYSTEM;timovr2.wav;Таймер 2. Время вышло
SOUNDS/ru/SYSTEM;timovr3.wav;Таймер 3. Время вышло
SOUNDS/ru/SYSTEM;lowbatt.wav;Аккумулятор садится!
SOUNDS/ru/SYSTEM;inactiv.wav;Внимание, пульт не выключен!
SOUNDS/ru/SYSTEM;thralert.wav;Проверь газ!
SOUNDS/ru/SYSTEM;swalert.wav;Проверь, тумблеры!
SOUNDS/ru/SYSTEM;eebad.wav;Ошибка памяти
SOUNDS/ru/SYSTEM;hello.wav;Опен тэ, икс приветствует вас!
SOUNDS/ru/SYSTEM;rssi_org.wav;Слабый сигнал!
SOUNDS/ru/SYSTEM;rssi_red.wav;Очень слабый сигнал!
SOUNDS/ru/SYSTEM;swr_red.wav;Проблема с антэнной!
SOUNDS/ru/SYSTEM;telemko.wav;Телеметрия потеряна
SOUNDS/ru/SYSTEM;telemok.wav;Телеметрия восстановлена
SOUNDS/ru/SYSTEM;trainko.wav;Тренерский сигнал потерян
SOUNDS/ru/SYSTEM;trainok.wav;Тренерский сигнал восстановлен
SOUNDS/ru/SYSTEM;sensorko.wav;Сенсор отключен
SOUNDS/ru/SYSTEM;servoko.wav;Серва перегружена
SOUNDS/ru/SYSTEM;rxko.wav;Перегрузка
SOUNDS/ru/SYSTEM;modelpwr.wav;Приемник всё ещё подключен!
SOUNDS/ru;lowbat.wav;Аккумулятор садится!
SOUNDS/ru;gearup.wav;Шасси, убраны'
SOUNDS/ru;geardn.wav;Шасси, выпущены
SOUNDS/ru;flapup.wav;Закрылки убраны'
SOUNDS/ru;flapdn.wav;Закрылки выпущены
SOUNDS/ru;splrup.wav;Спойлеры выпущены
SOUNDS/ru;splrdn.wav;Спойлеры - убраны'
SOUNDS/ru;trnon.wav;Тренер: подключен
SOUNDS/ru;trnoff.wav;Тренер: отключен
SOUNDS/ru;armed.wav;Двигатели запущены!
SOUNDS/ru;disarm.wav;Двигатели выключены
SOUNDS/ru;tohigh.wav;Слишком высоко
SOUNDS/ru;tolow.wav;Слишком низко
SOUNDS/ru;siglow.wav;Низкий уровень сигнала
SOUNDS/ru;sigcrt.wav;Критически низкий уровень сигнала
SOUNDS/ru;fm-1.wav;Полетный режим один
SOUNDS/ru;fm-2.wav;Полетный режим два
SOUNDS/ru;fm-3.wav;Полетный режим три
SOUNDS/ru;fm-4.wav;Полетный режим четыре
SOUNDS/ru;fm-5.wav;Полетный режим пять
SOUNDS/ru;fm-6.wav;Полетный режим шесть
SOUNDS/ru;fm-7.wav;Полетный режим семь
SOUNDS/ru;fm-8.wav;Полетный режим восемь
SOUNDS/ru;fm-acr.wav;Режим,акро
SOUNDS/ru;fm-crs.wav;Режим круиза
SOUNDS/ru;fm-lch.wav;Режим взлета
SOUNDS/ru;fm-lnd.wav;Режим посадки
SOUNDS/ru;fm-nrm.wav;Нормальный режим
SOUNDS/ru;fm-man.wav;Ручной режим
SOUNDS/ru;fm-stb.wav;Стабилизация
SOUNDS/ru;fm-hld.wav;Удержание позиции
SOUNDS/ru;fm-rth.wav;Возврат в точку старта
SOUNDS/ru;fm-hor.wav;Горизонт
SOUNDS/ru;fm-ang.wav;Стабилизация
SOUNDS/ru;airmon.wav;аирмод включен
SOUNDS/ru;airmof.wav;аирмод выключен
SOUNDS/ru;alt.wav;Высота
SOUNDS/ru;althld.wav;Удержание высоты
SOUNDS/ru;batcrt.wav;Критический разряд!
SOUNDS/ru;flttm.wav;Время полета
SOUNDS/ru;fsoff.wav;Аварийный режим выключен
SOUNDS/ru;fson.wav;Аварийный режим включен
SOUNDS/ru;gps.wav;ДжиПи Эс
SOUNDS/ru;hirate.wav;Высокие расходы
SOUNDS/ru;lorate.wav;Низкие расходы
SOUNDS/ru;satfix.wav;Спутники найдены!
SOUNDS/ru;satlst.wav;Спутники потеряны!
SOUNDS/ru;ledoff.wav;Бортовые огни выключены
SOUNDS/ru;ledon.wav;Бортовые огни включены
